sharp_metric,faith_metric,method,sharpness,faithfulness,dominated_by,on_frontier
top5pct_mass,MonotonicityCorrelation,GuidedGradCam,0.556307315826416,0.402,[],True
top5pct_mass,MonotonicityCorrelation,DeepLift,0.2981185019016266,0.305,['GuidedGradCam'],False
top5pct_mass,MonotonicityCorrelation,MarginPullback,0.2200235277414322,0.226,"['DeepLift', 'GuidedGradCam']",False
top5pct_mass,MonotonicityCorrelation,Saliency,0.21550628542900085,0.157,"['DeepLift', 'GuidedGradCam', 'MarginPullback']",False
top5pct_mass,MonotonicityCorrelation,Gradient,0.21550628542900085,0.157,"['DeepLift', 'GuidedGradCam', 'MarginPullback']",False
top5pct_mass,MonotonicityCorrelation,DistributionPullback,0.2110520899295807,0.208,"['DeepLift', 'GuidedGradCam', 'MarginPullback']",False
top5pct_mass,MonotonicityCorrelation,SoftPullback,0.21098923683166504,0.208,"['DeepLift', 'GuidedGradCam', 'MarginPullback']",False
top5pct_mass,MonotonicityCorrelation,DoublePullback,0.208094984292984,0.207,"['DeepLift', 'DistributionPullback', 'GuidedGradCam', 'MarginPullback', 'SoftPullback']",False
top5pct_mass,MonotonicityCorrelation,Deconvolution,0.20688799023628235,0.216,"['DeepLift', 'GuidedGradCam', 'MarginPullback']",False
top5pct_mass,MonotonicityCorrelation,MarginAscent,0.18744878470897675,0.228,"['DeepLift', 'GuidedGradCam']",False
top5pct_mass,MonotonicityCorrelation,PullbackAscent,0.18520651757717133,0.234,"['DeepLift', 'GuidedGradCam']",False
top5pct_mass,FaithfulnessEstimate,GuidedGradCam,0.556307315826416,0.072,[],True
top5pct_mass,FaithfulnessEstimate,DeepLift,0.2981185019016266,-0.152,['GuidedGradCam'],False
top5pct_mass,FaithfulnessEstimate,MarginPullback,0.2200235277414322,0.557,[],True
top5pct_mass,FaithfulnessEstimate,Saliency,0.21550628542900085,0.071,"['GuidedGradCam', 'MarginPullback']",False
top5pct_mass,FaithfulnessEstimate,Gradient,0.21550628542900085,0.384,['MarginPullback'],False
top5pct_mass,FaithfulnessEstimate,DistributionPullback,0.2110520899295807,0.281,"['Gradient', 'MarginPullback']",False
top5pct_mass,FaithfulnessEstimate,SoftPullback,0.21098923683166504,0.515,['MarginPullback'],False
top5pct_mass,FaithfulnessEstimate,DoublePullback,0.208094984292984,0.362,"['Gradient', 'MarginPullback', 'SoftPullback']",False
top5pct_mass,FaithfulnessEstimate,Deconvolution,0.20688799023628235,0.173,"['DistributionPullback', 'DoublePullback', 'Gradient', 'MarginPullback', 'SoftPullback']",False
top5pct_mass,FaithfulnessEstimate,MarginAscent,0.18744878470897675,0.686,[],True
top5pct_mass,FaithfulnessEstimate,PullbackAscent,0.18520651757717133,0.629,['MarginAscent'],False
top5pct_mass,MaxSensitivity,GuidedGradCam,0.556307315826416,0.189,[],True
top5pct_mass,MaxSensitivity,DeepLift,0.2981185019016266,0.692,['GuidedGradCam'],False
top5pct_mass,MaxSensitivity,MarginPullback,0.2200235277414322,0.41,['GuidedGradCam'],False
top5pct_mass,MaxSensitivity,Saliency,0.21550628542900085,0.811,"['DeepLift', 'GuidedGradCam', 'MarginPullback']",False
top5pct_mass,MaxSensitivity,Gradient,0.21550628542900085,1.03,"['DeepLift', 'GuidedGradCam', 'MarginPullback']",False
top5pct_mass,MaxSensitivity,DistributionPullback,0.2110520899295807,0.411,"['GuidedGradCam', 'MarginPullback']",False
top5pct_mass,MaxSensitivity,SoftPullback,0.21098923683166504,0.401,['GuidedGradCam'],False
top5pct_mass,MaxSensitivity,DoublePullback,0.208094984292984,0.616,"['DistributionPullback', 'GuidedGradCam', 'MarginPullback', 'SoftPullback']",False
top5pct_mass,MaxSensitivity,Deconvolution,0.20688799023628235,0.181,[],True
top5pct_mass,MaxSensitivity,MarginAscent,0.18744878470897675,1.052,"['Deconvolution', 'DeepLift', 'DistributionPullback', 'DoublePullback', 'Gradient', 'GuidedGradCam', 'MarginPullback', 'Saliency', 'SoftPullback']",False
top5pct_mass,MaxSensitivity,PullbackAscent,0.18520651757717133,1.054,"['Deconvolution', 'DeepLift', 'DistributionPullback', 'DoublePullback', 'Gradient', 'GuidedGradCam', 'MarginAscent', 'MarginPullback', 'Saliency', 'SoftPullback']",False
top5pct_mass,RandomLogit,GuidedGradCam,0.556307315826416,0.364,[],True
top5pct_mass,RandomLogit,DeepLift,0.2981185019016266,0.013,[],True
top5pct_mass,RandomLogit,MarginPullback,0.2200235277414322,0.084,['DeepLift'],False
top5pct_mass,RandomLogit,Saliency,0.21550628542900085,0.338,"['DeepLift', 'MarginPullback']",False
top5pct_mass,RandomLogit,Gradient,0.21550628542900085,-0.026,[],True
top5pct_mass,RandomLogit,DistributionPullback,0.2110520899295807,-0.059,[],True
top5pct_mass,RandomLogit,SoftPullback,0.21098923683166504,-0.018,"['DistributionPullback', 'Gradient']",False
top5pct_mass,RandomLogit,DoublePullback,0.208094984292984,0.006,"['DistributionPullback', 'Gradient', 'SoftPullback']",False
top5pct_mass,RandomLogit,Deconvolution,0.20688799023628235,1.0,"['DeepLift', 'DistributionPullback', 'DoublePullback', 'Gradient', 'GuidedGradCam', 'MarginPullback', 'Saliency', 'SoftPullback']",False
top5pct_mass,RandomLogit,MarginAscent,0.18744878470897675,0.022,"['DeepLift', 'DistributionPullback', 'DoublePullback', 'Gradient', 'SoftPullback']",False
top5pct_mass,RandomLogit,PullbackAscent,0.18520651757717133,0.011,"['DistributionPullback', 'DoublePullback', 'Gradient', 'SoftPullback']",False
total_variation,FaithfulnessCorrelation,GuidedGradCam,0.667806088924408,0.009,[],True
total_variation,FaithfulnessCorrelation,DeepLift,0.6457966566085815,-0.006,['GuidedGradCam'],False
total_variation,FaithfulnessCorrelation,Gradient,0.5848513841629028,0.014,[],True
total_variation,FaithfulnessCorrelation,Saliency,0.5848513841629028,0.01,[],True
total_variation,FaithfulnessCorrelation,PullbackAscent,0.5633595585823059,0.045,[],True
total_variation,FaithfulnessCorrelation,MarginAscent,0.5630463361740112,0.038,['PullbackAscent'],False
total_variation,FaithfulnessCorrelation,Deconvolution,0.5458468794822693,-0.004,"['Gradient', 'GuidedGradCam', 'MarginAscent', 'PullbackAscent', 'Saliency']",False
total_variation,FaithfulnessCorrelation,MarginPullback,0.5386542677879333,0.058,[],True
total_variation,FaithfulnessCorrelation,SoftPullback,0.5362149477005005,0.072,[],True
total_variation,FaithfulnessCorrelation,DistributionPullback,0.535366415977478,0.073,[],True
total_variation,FaithfulnessCorrelation,DoublePullback,0.5316832661628723,0.053,"['DistributionPullback', 'MarginPullback', 'SoftPullback']",False
total_variation,MonotonicityCorrelation,GuidedGradCam,0.667806088924408,0.402,[],True
total_variation,MonotonicityCorrelation,DeepLift,0.6457966566085815,0.305,['GuidedGradCam'],False
total_variation,MonotonicityCorrelation,Gradient,0.5848513841629028,0.157,"['DeepLift', 'GuidedGradCam']",False
total_variation,MonotonicityCorrelation,Saliency,0.5848513841629028,0.157,"['DeepLift', 'GuidedGradCam']",False
total_variation,MonotonicityCorrelation,PullbackAscent,0.5633595585823059,0.234,"['DeepLift', 'GuidedGradCam']",False
total_variation,MonotonicityCorrelation,MarginAscent,0.5630463361740112,0.228,"['DeepLift', 'GuidedGradCam', 'PullbackAscent']",False
total_variation,MonotonicityCorrelation,Deconvolution,0.5458468794822693,0.216,"['DeepLift', 'GuidedGradCam', 'MarginAscent', 'PullbackAscent']",False
total_variation,MonotonicityCorrelation,MarginPullback,0.5386542677879333,0.226,"['DeepLift', 'GuidedGradCam', 'MarginAscent', 'PullbackAscent']",False
total_variation,MonotonicityCorrelation,SoftPullback,0.5362149477005005,0.208,"['Deconvolution', 'DeepLift', 'GuidedGradCam', 'MarginAscent', 'MarginPullback', 'PullbackAscent']",False
total_variation,MonotonicityCorrelation,DistributionPullback,0.535366415977478,0.208,"['Deconvolution', 'DeepLift', 'GuidedGradCam', 'MarginAscent', 'MarginPullback', 'PullbackAscent']",False
total_variation,MonotonicityCorrelation,DoublePullback,0.5316832661628723,0.207,"['Deconvolution', 'DeepLift', 'DistributionPullback', 'GuidedGradCam', 'MarginAscent', 'MarginPullback', 'PullbackAscent', 'SoftPullback']",False
total_variation,FaithfulnessEstimate,GuidedGradCam,0.667806088924408,0.072,[],True
total_variation,FaithfulnessEstimate,DeepLift,0.6457966566085815,-0.152,['GuidedGradCam'],False
total_variation,FaithfulnessEstimate,Gradient,0.5848513841629028,0.384,[],True
total_variation,FaithfulnessEstimate,Saliency,0.5848513841629028,0.071,['GuidedGradCam'],False
total_variation,FaithfulnessEstimate,PullbackAscent,0.5633595585823059,0.629,[],True
total_variation,FaithfulnessEstimate,MarginAscent,0.5630463361740112,0.686,[],True
total_variation,FaithfulnessEstimate,Deconvolution,0.5458468794822693,0.173,"['Gradient', 'MarginAscent', 'PullbackAscent']",False
total_variation,FaithfulnessEstimate,MarginPullback,0.5386542677879333,0.557,"['MarginAscent', 'PullbackAscent']",False
total_variation,FaithfulnessEstimate,SoftPullback,0.5362149477005005,0.515,"['MarginAscent', 'MarginPullback', 'PullbackAscent']",False
total_variation,FaithfulnessEstimate,DistributionPullback,0.535366415977478,0.281,"['Gradient', 'MarginAscent', 'MarginPullback', 'PullbackAscent', 'SoftPullback']",False
total_variation,FaithfulnessEstimate,DoublePullback,0.5316832661628723,0.362,"['Gradient', 'MarginAscent', 'MarginPullback', 'PullbackAscent', 'SoftPullback']",False
total_variation,MaxSensitivity,GuidedGradCam,0.667806088924408,0.189,[],True
total_variation,MaxSensitivity,DeepLift,0.6457966566085815,0.692,['GuidedGradCam'],False
total_variation,MaxSensitivity,Gradient,0.5848513841629028,1.03,"['DeepLift', 'GuidedGradCam']",False
total_variation,MaxSensitivity,Saliency,0.5848513841629028,0.811,"['DeepLift', 'GuidedGradCam']",False
total_variation,MaxSensitivity,PullbackAscent,0.5633595585823059,1.054,"['DeepLift', 'Gradient', 'GuidedGradCam', 'Saliency']",False
total_variation,MaxSensitivity,MarginAscent,0.5630463361740112,1.052,"['DeepLift', 'Gradient', 'GuidedGradCam', 'Saliency']",False
total_variation,MaxSensitivity,Deconvolution,0.5458468794822693,0.181,[],True
total_variation,MaxSensitivity,MarginPullback,0.5386542677879333,0.41,"['Deconvolution', 'GuidedGradCam']",False
total_variation,MaxSensitivity,SoftPullback,0.5362149477005005,0.401,"['Deconvolution', 'GuidedGradCam']",False
total_variation,MaxSensitivity,DistributionPullback,0.535366415977478,0.411,"['Deconvolution', 'GuidedGradCam', 'MarginPullback', 'SoftPullback']",False
total_variation,MaxSensitivity,DoublePullback,0.5316832661628723,0.616,"['Deconvolution', 'DistributionPullback', 'GuidedGradCam', 'MarginPullback', 'SoftPullback']",False
total_variation,RandomLogit,GuidedGradCam,0.667806088924408,0.364,[],True
total_variation,RandomLogit,DeepLift,0.6457966566085815,0.013,[],True
total_variation,RandomLogit,Gradient,0.5848513841629028,-0.026,[],True
total_variation,RandomLogit,Saliency,0.5848513841629028,0.338,['DeepLift'],False
total_variation,RandomLogit,PullbackAscent,0.5633595585823059,0.011,['Gradient'],False
total_variation,RandomLogit,MarginAscent,0.5630463361740112,0.022,"['DeepLift', 'Gradient', 'PullbackAscent']",False
total_variation,RandomLogit,Deconvolution,0.5458468794822693,1.0,"['DeepLift', 'Gradient', 'GuidedGradCam', 'MarginAscent', 'PullbackAscent', 'Saliency']",False
total_variation,RandomLogit,MarginPullback,0.5386542677879333,0.084,"['DeepLift', 'Gradient', 'MarginAscent', 'PullbackAscent']",False
total_variation,RandomLogit,SoftPullback,0.5362149477005005,-0.018,['Gradient'],False
total_variation,RandomLogit,DistributionPullback,0.535366415977478,-0.059,[],True
total_variation,RandomLogit,DoublePullback,0.5316832661628723,0.006,"['DistributionPullback', 'Gradient', 'SoftPullback']",False
