method,sample,measure,value
PullbackAscent,50,effective_support,0.7769927382469177
PullbackAscent,51,effective_support,0.7154231071472168
PullbackAscent,52,effective_support,0.7758409976959229
PullbackAscent,53,effective_support,0.732755184173584
PullbackAscent,54,effective_support,0.7016558051109314
PullbackAscent,55,effective_support,0.6072080731391907
PullbackAscent,56,effective_support,0.7115076780319214
PullbackAscent,57,effective_support,0.7481046915054321
PullbackAscent,58,effective_support,0.6934224963188171
PullbackAscent,59,effective_support,0.7239343523979187
PullbackAscent,60,effective_support,0.7816776633262634
PullbackAscent,61,effective_support,0.7315607070922852
PullbackAscent,62,effective_support,0.7633473873138428
PullbackAscent,63,effective_support,0.7711905837059021
PullbackAscent,0,top1pct_mass,0.056302525103092194
PullbackAscent,1,top1pct_mass,0.05199243128299713
PullbackAscent,2,top1pct_mass,0.04319414123892784
PullbackAscent,3,top1pct_mass,0.05096757039427757
PullbackAscent,4,top1pct_mass,0.04782797768712044
PullbackAscent,5,top1pct_mass,0.05325140058994293
PullbackAscent,6,top1pct_mass,0.0568290539085865
PullbackAscent,7,top1pct_mass,0.059053413569927216
PullbackAscent,8,top1pct_mass,0.06070804223418236
PullbackAscent,9,top1pct_mass,0.06683596968650818
PullbackAscent,10,top1pct_mass,0.058580320328474045
PullbackAscent,11,top1pct_mass,0.0542234405875206
PullbackAscent,12,top1pct_mass,0.05803960934281349
PullbackAscent,13,top1pct_mass,0.07842420041561127
PullbackAscent,14,top1pct_mass,0.0598028190433979
PullbackAscent,15,top1pct_mass,0.07588689029216766
PullbackAscent,16,top1pct_mass,0.048763882368803024
PullbackAscent,17,top1pct_mass,0.0523921474814415
PullbackAscent,18,top1pct_mass,0.056850653141736984
PullbackAscent,19,top1pct_mass,0.055691543966531754
PullbackAscent,20,top1pct_mass,0.04842616990208626
PullbackAscent,21,top1pct_mass,0.047097448259592056
PullbackAscent,22,top1pct_mass,0.05762694776058197
PullbackAscent,23,top1pct_mass,0.057741034775972366
PullbackAscent,24,top1pct_mass,0.06032984331250191
PullbackAscent,25,top1pct_mass,0.06642085313796997
PullbackAscent,26,top1pct_mass,0.04585610702633858
PullbackAscent,27,top1pct_mass,0.04864448681473732
PullbackAscent,28,top1pct_mass,0.049635931849479675
PullbackAscent,29,top1pct_mass,0.051778845489025116
PullbackAscent,30,top1pct_mass,0.045707426965236664
PullbackAscent,31,top1pct_mass,0.046000462025403976
PullbackAscent,32,top1pct_mass,0.04796883836388588
PullbackAscent,33,top1pct_mass,0.07515916228294373
PullbackAscent,34,top1pct_mass,0.04135308787226677
PullbackAscent,35,top1pct_mass,0.04856244474649429
PullbackAscent,36,top1pct_mass,0.052657946944236755
PullbackAscent,37,top1pct_mass,0.050559718161821365
PullbackAscent,38,top1pct_mass,0.05089458078145981
PullbackAscent,39,top1pct_mass,0.06434082239866257
PullbackAscent,40,top1pct_mass,0.052912257611751556
PullbackAscent,41,top1pct_mass,0.050977516919374466
PullbackAscent,42,top1pct_mass,0.04459930211305618
PullbackAscent,43,top1pct_mass,0.058513931930065155
PullbackAscent,44,top1pct_mass,0.05734764039516449
PullbackAscent,45,top1pct_mass,0.04918165132403374
PullbackAscent,46,top1pct_mass,0.050314247608184814
PullbackAscent,47,top1pct_mass,0.04916095733642578
PullbackAscent,48,top1pct_mass,0.06002511829137802
PullbackAscent,49,top1pct_mass,0.049211692065000534
PullbackAscent,50,top1pct_mass,0.04919178783893585
PullbackAscent,51,top1pct_mass,0.05548381060361862
PullbackAscent,52,top1pct_mass,0.04942893981933594
PullbackAscent,53,top1pct_mass,0.05355818197131157
PullbackAscent,54,top1pct_mass,0.06230658292770386
PullbackAscent,55,top1pct_mass,0.07547728717327118
PullbackAscent,56,top1pct_mass,0.058107905089855194
PullbackAscent,57,top1pct_mass,0.05260477215051651
PullbackAscent,58,top1pct_mass,0.05947679653763771
PullbackAscent,59,top1pct_mass,0.05410413816571236
PullbackAscent,60,top1pct_mass,0.05004638805985451
PullbackAscent,61,top1pct_mass,0.05498453229665756
PullbackAscent,62,top1pct_mass,0.051572285592556
PullbackAscent,63,top1pct_mass,0.048884473741054535
PullbackAscent,0,top5pct_mass,0.18747836351394653
PullbackAscent,1,top5pct_mass,0.17957022786140442
PullbackAscent,2,top5pct_mass,0.155009925365448
PullbackAscent,3,top5pct_mass,0.17743703722953796
PullbackAscent,4,top5pct_mass,0.16703040897846222
PullbackAscent,5,top5pct_mass,0.18324562907218933
PullbackAscent,6,top5pct_mass,0.18737052381038666
PullbackAscent,7,top5pct_mass,0.20137722790241241
PullbackAscent,8,top5pct_mass,0.20112201571464539
PullbackAscent,9,top5pct_mass,0.21261927485466003
PullbackAscent,10,top5pct_mass,0.1914674937725067
PullbackAscent,11,top5pct_mass,0.18500159680843353
PullbackAscent,12,top5pct_mass,0.18740300834178925
PullbackAscent,13,top5pct_mass,0.25966352224349976
PullbackAscent,14,top5pct_mass,0.19519101083278656
PullbackAscent,15,top5pct_mass,0.2423984557390213
PullbackAscent,16,top5pct_mass,0.16853179037570953
PullbackAscent,17,top5pct_mass,0.1808483600616455
PullbackAscent,18,top5pct_mass,0.19576793909072876
PullbackAscent,19,top5pct_mass,0.19162888824939728
PullbackAscent,20,top5pct_mass,0.17126789689064026
PullbackAscent,21,top5pct_mass,0.16671378910541534
PullbackAscent,22,top5pct_mass,0.1955694854259491
PullbackAscent,23,top5pct_mass,0.19474349915981293
PullbackAscent,24,top5pct_mass,0.19865088164806366
PullbackAscent,25,top5pct_mass,0.20820818841457367
PullbackAscent,26,top5pct_mass,0.16132844984531403
PullbackAscent,27,top5pct_mass,0.16810867190361023
PullbackAscent,28,top5pct_mass,0.17077167332172394
PullbackAscent,29,top5pct_mass,0.17990651726722717
PullbackAscent,30,top5pct_mass,0.1638983190059662
PullbackAscent,31,top5pct_mass,0.15991322696208954
PullbackAscent,32,top5pct_mass,0.1682625710964203
PullbackAscent,33,top5pct_mass,0.22084084153175354
PullbackAscent,34,top5pct_mass,0.1497611254453659
PullbackAscent,35,top5pct_mass,0.16505004465579987
PullbackAscent,36,top5pct_mass,0.1775493621826172
PullbackAscent,37,top5pct_mass,0.1777758151292801
PullbackAscent,38,top5pct_mass,0.17661644518375397
PullbackAscent,39,top5pct_mass,0.2172539085149765
PullbackAscent,40,top5pct_mass,0.1764516532421112
PullbackAscent,41,top5pct_mass,0.17017225921154022
PullbackAscent,42,top5pct_mass,0.15724672377109528
PullbackAscent,43,top5pct_mass,0.19289466738700867
PullbackAscent,44,top5pct_mass,0.19289663434028625
PullbackAscent,45,top5pct_mass,0.17206309735774994
PullbackAscent,46,top5pct_mass,0.17273983359336853
PullbackAscent,47,top5pct_mass,0.1684613972902298
PullbackAscent,48,top5pct_mass,0.20087292790412903
PullbackAscent,49,top5pct_mass,0.17340420186519623
PullbackAscent,50,top5pct_mass,0.16988074779510498
PullbackAscent,51,top5pct_mass,0.19131846725940704
PullbackAscent,52,top5pct_mass,0.17015890777111053
PullbackAscent,53,top5pct_mass,0.1815817803144455
PullbackAscent,54,top5pct_mass,0.2048819661140442
PullbackAscent,55,top5pct_mass,0.2469979077577591
PullbackAscent,56,top5pct_mass,0.19550326466560364
PullbackAscent,57,top5pct_mass,0.18045365810394287
PullbackAscent,58,top5pct_mass,0.2006976455450058
PullbackAscent,59,top5pct_mass,0.18658046424388885
PullbackAscent,60,top5pct_mass,0.16973976790905
PullbackAscent,61,top5pct_mass,0.1888563334941864
PullbackAscent,62,top5pct_mass,0.17542852461338043
PullbackAscent,63,top5pct_mass,0.17158089578151703
PullbackAscent,0,total_variation,0.5753622055053711
PullbackAscent,1,total_variation,0.572670578956604
PullbackAscent,2,total_variation,0.573843240737915
PullbackAscent,3,total_variation,0.5512118935585022
PullbackAscent,4,total_variation,0.5726974010467529
PullbackAscent,5,total_variation,0.5613831281661987
PullbackAscent,6,total_variation,0.5761351585388184
PullbackAscent,7,total_variation,0.5499158501625061
PullbackAscent,8,total_variation,0.5673494935035706
PullbackAscent,9,total_variation,0.5740422010421753
PullbackAscent,10,total_variation,0.551276683807373
PullbackAscent,11,total_variation,0.593700647354126
PullbackAscent,12,total_variation,0.5545740127563477
PullbackAscent,13,total_variation,0.6036562919616699
PullbackAscent,14,total_variation,0.5646628141403198
PullbackAscent,15,total_variation,0.5504007935523987
PullbackAscent,16,total_variation,0.5361880660057068
PullbackAscent,17,total_variation,0.5818535089492798
PullbackAscent,18,total_variation,0.556300163269043
PullbackAscent,19,total_variation,0.5630415678024292
PullbackAscent,20,total_variation,0.5164037942886353
PullbackAscent,21,total_variation,0.553665280342102
PullbackAscent,22,total_variation,0.5539872050285339
PullbackAscent,23,total_variation,0.5779123306274414
PullbackAscent,24,total_variation,0.560762882232666
PullbackAscent,25,total_variation,0.562059760093689
PullbackAscent,26,total_variation,0.5599156618118286
PullbackAscent,27,total_variation,0.5648860335350037
PullbackAscent,28,total_variation,0.5640531778335571
PullbackAscent,29,total_variation,0.572667121887207
PullbackAscent,30,total_variation,0.5561423897743225
PullbackAscent,31,total_variation,0.5501163601875305
PullbackAscent,32,total_variation,0.5815385580062866
PullbackAscent,33,total_variation,0.5483126044273376
PullbackAscent,34,total_variation,0.5632818937301636
PullbackAscent,35,total_variation,0.5911053419113159
PullbackAscent,36,total_variation,0.5790644884109497
PullbackAscent,37,total_variation,0.5407968163490295
PullbackAscent,38,total_variation,0.5928550362586975
PullbackAscent,39,total_variation,0.5642631649971008
PullbackAscent,40,total_variation,0.5810901522636414
PullbackAscent,41,total_variation,0.5539349317550659
PullbackAscent,42,total_variation,0.5589734315872192
PullbackAscent,43,total_variation,0.5470236539840698
PullbackAscent,44,total_variation,0.5886321067810059
PullbackAscent,45,total_variation,0.5727101564407349
PullbackAscent,46,total_variation,0.5437679886817932
PullbackAscent,47,total_variation,0.5535112023353577
PullbackAscent,48,total_variation,0.5595133304595947
PullbackAscent,49,total_variation,0.5463777780532837
PullbackAscent,50,total_variation,0.5534453988075256
PullbackAscent,51,total_variation,0.5614811182022095
PullbackAscent,52,total_variation,0.5615067481994629
PullbackAscent,53,total_variation,0.5661852359771729
PullbackAscent,54,total_variation,0.5532686710357666
PullbackAscent,55,total_variation,0.5387145280838013
PullbackAscent,56,total_variation,0.5709861516952515
PullbackAscent,57,total_variation,0.5664409399032593
PullbackAscent,58,total_variation,0.5791460871696472
PullbackAscent,59,total_variation,0.5922145843505859
PullbackAscent,60,total_variation,0.5584052801132202
PullbackAscent,61,total_variation,0.5483263731002808
PullbackAscent,62,total_variation,0.551376461982727
PullbackAscent,63,total_variation,0.5639233589172363
PullbackAscent,0,channel_cancellation,0.18738776445388794
PullbackAscent,1,channel_cancellation,0.19597673416137695
PullbackAscent,2,channel_cancellation,0.19789743423461914
PullbackAscent,3,channel_cancellation,0.2019035816192627
PullbackAscent,4,channel_cancellation,0.19582253694534302
PullbackAscent,5,channel_cancellation,0.1969166398048401
PullbackAscent,6,channel_cancellation,0.18121200799942017
PullbackAscent,7,channel_cancellation,0.2056790590286255
PullbackAscent,8,channel_cancellation,0.17859679460525513
PullbackAscent,9,channel_cancellation,0.1628410816192627
PullbackAscent,10,channel_cancellation,0.20719176530838013
PullbackAscent,11,channel_cancellation,0.16336429119110107
PullbackAscent,12,channel_cancellation,0.19640904664993286
PullbackAscent,13,channel_cancellation,0.10157597064971924
PullbackAscent,14,channel_cancellation,0.1830763816833496
PullbackAscent,15,channel_cancellation,0.21930944919586182
PullbackAscent,16,channel_cancellation,0.24481123685836792
PullbackAscent,17,channel_cancellation,0.16463243961334229
PullbackAscent,18,channel_cancellation,0.17337042093276978
PullbackAscent,19,channel_cancellation,0.1965235471725464
PullbackAscent,20,channel_cancellation,0.2592355012893677
PullbackAscent,21,channel_cancellation,0.20333224534988403
PullbackAscent,22,channel_cancellation,0.1805630326271057
PullbackAscent,23,channel_cancellation,0.19804328680038452
PullbackAscent,24,channel_cancellation,0.20498335361480713
PullbackAscent,25,channel_cancellation,0.19603866338729858
PullbackAscent,26,channel_cancellation,0.20312929153442383
PullbackAscent,27,channel_cancellation,0.2039501667022705
PullbackAscent,28,channel_cancellation,0.17641210556030273
PullbackAscent,29,channel_cancellation,0.17145121097564697
PullbackAscent,30,channel_cancellation,0.19858521223068237
PullbackAscent,31,channel_cancellation,0.19043105840682983
PullbackAscent,32,channel_cancellation,0.1889103651046753
PullbackAscent,33,channel_cancellation,0.19711834192276
PullbackAscent,34,channel_cancellation,0.18524962663650513
PullbackAscent,35,channel_cancellation,0.16536366939544678
PullbackAscent,36,channel_cancellation,0.18836504220962524
PullbackAscent,37,channel_cancellation,0.20972734689712524
PullbackAscent,38,channel_cancellation,0.15764880180358887
PullbackAscent,39,channel_cancellation,0.19937145709991455
PullbackAscent,40,channel_cancellation,0.19737786054611206
PullbackAscent,41,channel_cancellation,0.2138603925704956
PullbackAscent,42,channel_cancellation,0.20613765716552734
PullbackAscent,43,channel_cancellation,0.2284146547317505
PullbackAscent,44,channel_cancellation,0.17143601179122925
PullbackAscent,45,channel_cancellation,0.1625855565071106
PullbackAscent,46,channel_cancellation,0.2157091498374939
PullbackAscent,47,channel_cancellation,0.18675446510314941
PullbackAscent,48,channel_cancellation,0.20722192525863647
PullbackAscent,49,channel_cancellation,0.22363662719726562
PullbackAscent,50,channel_cancellation,0.19697082042694092
PullbackAscent,51,channel_cancellation,0.19284629821777344
PullbackAscent,52,channel_cancellation,0.20587146282196045
PullbackAscent,53,channel_cancellation,0.20111238956451416
PullbackAscent,54,channel_cancellation,0.23122364282608032
PullbackAscent,55,channel_cancellation,0.2211816906929016
PullbackAscent,56,channel_cancellation,0.18603211641311646
PullbackAscent,57,channel_cancellation,0.17155110836029053
PullbackAscent,58,channel_cancellation,0.1731911301612854
PullbackAscent,59,channel_cancellation,0.16719752550125122
PullbackAscent,60,channel_cancellation,0.2040494680404663
PullbackAscent,61,channel_cancellation,0.17927783727645874
PullbackAscent,62,channel_cancellation,0.17704075574874878
PullbackAscent,63,channel_cancellation,0.20584410429000854
DistributionPullback,0,gini,0.4157611131668091
DistributionPullback,1,gini,0.4644705355167389
DistributionPullback,2,gini,0.4095705449581146
DistributionPullback,3,gini,0.4584129750728607
DistributionPullback,4,gini,0.39521268010139465
DistributionPullback,5,gini,0.49398744106292725
DistributionPullback,6,gini,0.40491220355033875
DistributionPullback,7,gini,0.5241773724555969
DistributionPullback,8,gini,0.44374558329582214
DistributionPullback,9,gini,0.489573210477829
DistributionPullback,10,gini,0.44010329246520996
DistributionPullback,11,gini,0.42453375458717346
DistributionPullback,12,gini,0.43492889404296875
DistributionPullback,13,gini,0.6209016442298889
DistributionPullback,14,gini,0.4480978548526764
DistributionPullback,15,gini,0.639924168586731
DistributionPullback,16,gini,0.4819207787513733
DistributionPullback,17,gini,0.4384584426879883
DistributionPullback,18,gini,0.4522092640399933
DistributionPullback,19,gini,0.4796425998210907
DistributionPullback,20,gini,0.44984498620033264
DistributionPullback,21,gini,0.43750688433647156
DistributionPullback,22,gini,0.455287903547287
DistributionPullback,23,gini,0.5251156091690063
DistributionPullback,24,gini,0.4797822833061218
DistributionPullback,25,gini,0.470456063747406
DistributionPullback,26,gini,0.41300439834594727
DistributionPullback,27,gini,0.414523184299469
DistributionPullback,28,gini,0.41859546303749084
DistributionPullback,29,gini,0.42438337206840515
DistributionPullback,30,gini,0.42892730236053467
DistributionPullback,31,gini,0.3890627324581146
DistributionPullback,32,gini,0.4237980842590332
DistributionPullback,33,gini,0.4766346216201782
DistributionPullback,34,gini,0.3874577581882477
DistributionPullback,35,gini,0.409890741109848
DistributionPullback,36,gini,0.4458671808242798
DistributionPullback,37,gini,0.4615909457206726
DistributionPullback,38,gini,0.4178454875946045
DistributionPullback,39,gini,0.5342523455619812
DistributionPullback,40,gini,0.40627866983413696
DistributionPullback,41,gini,0.39954066276550293
DistributionPullback,42,gini,0.39124587178230286
DistributionPullback,43,gini,0.4822854697704315
DistributionPullback,44,gini,0.4535331726074219
DistributionPullback,45,gini,0.45162272453308105
DistributionPullback,46,gini,0.4038218557834625
DistributionPullback,47,gini,0.4250573217868805
DistributionPullback,48,gini,0.4967581331729889
DistributionPullback,49,gini,0.44224196672439575
DistributionPullback,50,gini,0.47738391160964966
DistributionPullback,51,gini,0.47357290983200073
DistributionPullback,52,gini,0.4074759781360626
DistributionPullback,53,gini,0.5372108817100525
DistributionPullback,54,gini,0.45888593792915344
DistributionPullback,55,gini,0.4775090217590332
DistributionPullback,56,gini,0.469973087310791
DistributionPullback,57,gini,0.453512579202652
DistributionPullback,58,gini,0.5644830465316772
DistributionPullback,59,gini,0.46636533737182617
DistributionPullback,60,gini,0.4055540859699249
DistributionPullback,61,gini,0.4836149513721466
DistributionPullback,62,gini,0.4697275459766388
DistributionPullback,63,gini,0.46008333563804626
DistributionPullback,0,spatial_entropy,0.9724310636520386
DistributionPullback,1,spatial_entropy,0.9658434987068176
DistributionPullback,2,spatial_entropy,0.9739275574684143
DistributionPullback,3,spatial_entropy,0.966485857963562
DistributionPullback,4,spatial_entropy,0.9755899310112
DistributionPullback,5,spatial_entropy,0.961063027381897
DistributionPullback,6,spatial_entropy,0.9742602109909058
DistributionPullback,7,spatial_entropy,0.9539749026298523
DistributionPullback,8,spatial_entropy,0.9682005047798157
DistributionPullback,9,spatial_entropy,0.9607985019683838
DistributionPullback,10,spatial_entropy,0.9691550731658936
DistributionPullback,11,spatial_entropy,0.9713573455810547
DistributionPullback,12,spatial_entropy,0.9691306352615356
DistributionPullback,13,spatial_entropy,0.9339882731437683
DistributionPullback,14,spatial_entropy,0.9674093723297119
DistributionPullback,15,spatial_entropy,0.9251635670661926
DistributionPullback,16,spatial_entropy,0.9624223709106445
DistributionPullback,17,spatial_entropy,0.9698103070259094
DistributionPullback,18,spatial_entropy,0.9666673541069031
DistributionPullback,19,spatial_entropy,0.9635892510414124
DistributionPullback,20,spatial_entropy,0.9677077531814575
DistributionPullback,21,spatial_entropy,0.9692389965057373
DistributionPullback,22,spatial_entropy,0.9656659364700317
DistributionPullback,23,spatial_entropy,0.9527797698974609
DistributionPullback,24,spatial_entropy,0.962669312953949
DistributionPullback,25,spatial_entropy,0.9613214135169983
DistributionPullback,26,spatial_entropy,0.973162829875946
DistributionPullback,27,spatial_entropy,0.9728378653526306
DistributionPullback,28,spatial_entropy,0.9726698398590088
DistributionPullback,29,spatial_entropy,0.972065269947052
DistributionPullback,30,spatial_entropy,0.9704504013061523
DistributionPullback,31,spatial_entropy,0.9763022661209106
DistributionPullback,32,spatial_entropy,0.9717171788215637
DistributionPullback,33,spatial_entropy,0.9548040628433228
DistributionPullback,34,spatial_entropy,0.9764584898948669
DistributionPullback,35,spatial_entropy,0.9738646149635315
DistributionPullback,36,spatial_entropy,0.9684504270553589
DistributionPullback,37,spatial_entropy,0.9666709303855896
DistributionPullback,38,spatial_entropy,0.9725785851478577
DistributionPullback,39,spatial_entropy,0.953436017036438
DistributionPullback,40,spatial_entropy,0.9735695719718933
DistributionPullback,41,spatial_entropy,0.9747104048728943
DistributionPullback,42,spatial_entropy,0.9756962656974792
DistributionPullback,43,spatial_entropy,0.9594868421554565
DistributionPullback,44,spatial_entropy,0.9675344228744507
DistributionPullback,45,spatial_entropy,0.9674555659294128
DistributionPullback,46,spatial_entropy,0.9745683073997498
DistributionPullback,47,spatial_entropy,0.9712808132171631
DistributionPullback,48,spatial_entropy,0.9601338505744934
DistributionPullback,49,spatial_entropy,0.9683484435081482
DistributionPullback,50,spatial_entropy,0.9632817506790161
DistributionPullback,51,spatial_entropy,0.9644059538841248
DistributionPullback,52,spatial_entropy,0.973566472530365
DistributionPullback,53,spatial_entropy,0.9527767896652222
DistributionPullback,54,spatial_entropy,0.9659900665283203
DistributionPullback,55,spatial_entropy,0.9619209170341492
DistributionPullback,56,spatial_entropy,0.96431964635849
DistributionPullback,57,spatial_entropy,0.9668694734573364
DistributionPullback,58,spatial_entropy,0.9472501873970032
DistributionPullback,59,spatial_entropy,0.9652341604232788
DistributionPullback,60,spatial_entropy,0.9738309979438782
DistributionPullback,61,spatial_entropy,0.9621570110321045
DistributionPullback,62,spatial_entropy,0.9642161130905151
DistributionPullback,63,spatial_entropy,0.9646777510643005
DistributionPullback,0,effective_support,0.7420143485069275
DistributionPullback,1,effective_support,0.6909512281417847
DistributionPullback,2,effective_support,0.754130482673645
DistributionPullback,3,effective_support,0.6957719922065735
DistributionPullback,4,effective_support,0.7678220868110657
DistributionPullback,5,effective_support,0.6561104655265808
DistributionPullback,6,effective_support,0.7568507194519043
DistributionPullback,7,effective_support,0.6076578497886658
DistributionPullback,8,effective_support,0.7088046073913574
DistributionPullback,9,effective_support,0.654234766960144
DistributionPullback,10,effective_support,0.7161659598350525
DistributionPullback,11,effective_support,0.7334413528442383
DistributionPullback,12,effective_support,0.7159761786460876
DistributionPullback,13,effective_support,0.4894542694091797
DistributionPullback,14,effective_support,0.7027614116668701
DistributionPullback,15,effective_support,0.44486838579177856
DistributionPullback,16,effective_support,0.6658350229263306
DistributionPullback,17,effective_support,0.7212628126144409
DistributionPullback,18,effective_support,0.6971402168273926
DistributionPullback,19,effective_support,0.6742972731590271
DistributionPullback,20,effective_support,0.7050344347953796
DistributionPullback,21,effective_support,0.7168167233467102
DistributionPullback,22,effective_support,0.6896247267723083
DistributionPullback,23,effective_support,0.5998482704162598
DistributionPullback,24,effective_support,0.6676168441772461
DistributionPullback,25,effective_support,0.6579477190971375
DistributionPullback,26,effective_support,0.7479143738746643
DistributionPullback,27,effective_support,0.7452887892723083
DistributionPullback,28,effective_support,0.743934690952301
DistributionPullback,29,effective_support,0.7390825748443604
DistributionPullback,30,effective_support,0.7262768149375916
DistributionPullback,31,effective_support,0.7737646102905273
DistributionPullback,32,effective_support,0.7363030314445496
DistributionPullback,33,effective_support,0.6131356358528137
DistributionPullback,34,effective_support,0.7750741839408875
DistributionPullback,35,effective_support,0.7536171078681946
DistributionPullback,36,effective_support,0.7107244729995728
DistributionPullback,37,effective_support,0.6971669793128967
DistributionPullback,38,effective_support,0.74319988489151
DistributionPullback,39,effective_support,0.6041240692138672
DistributionPullback,40,effective_support,0.751214325428009
DistributionPullback,41,effective_support,0.7605474591255188
DistributionPullback,42,effective_support,0.7687062621116638
DistributionPullback,43,effective_support,0.645012617111206
DistributionPullback,44,effective_support,0.703713059425354
DistributionPullback,45,effective_support,0.703112781047821
DistributionPullback,46,effective_support,0.7593789100646973
DistributionPullback,47,effective_support,0.7328341007232666
DistributionPullback,48,effective_support,0.6495450735092163
DistributionPullback,49,effective_support,0.7099403738975525
DistributionPullback,50,effective_support,0.6720566749572754
DistributionPullback,51,effective_support,0.6802840232849121
DistributionPullback,52,effective_support,0.7511889934539795
DistributionPullback,53,effective_support,0.5998288989067078
DistributionPullback,54,effective_support,0.6920483112335205
DistributionPullback,55,effective_support,0.6622308492660522
DistributionPullback,56,effective_support,0.6796488761901855
DistributionPullback,57,effective_support,0.6986668109893799
DistributionPullback,58,effective_support,0.5650015473365784
DistributionPullback,59,effective_support,0.6864097118377686
DistributionPullback,60,effective_support,0.7533426880836487
DistributionPullback,61,effective_support,0.6639253497123718
DistributionPullback,62,effective_support,0.6788878440856934
DistributionPullback,63,effective_support,0.6822881102561951
DistributionPullback,0,top1pct_mass,0.05920885130763054
DistributionPullback,1,top1pct_mass,0.06272096931934357
DistributionPullback,2,top1pct_mass,0.052116379141807556
DistributionPullback,3,top1pct_mass,0.0646289810538292
DistributionPullback,4,top1pct_mass,0.05221150070428848
DistributionPullback,5,top1pct_mass,0.06878787279129028
DistributionPullback,6,top1pct_mass,0.05397831276059151
DistributionPullback,7,top1pct_mass,0.08493161201477051
DistributionPullback,8,top1pct_mass,0.06604382395744324
DistributionPullback,9,top1pct_mass,0.07634034752845764
DistributionPullback,10,top1pct_mass,0.06077457219362259
DistributionPullback,11,top1pct_mass,0.059184685349464417
DistributionPullback,12,top1pct_mass,0.06723394244909286
DistributionPullback,13,top1pct_mass,0.10453549772500992
DistributionPullback,14,top1pct_mass,0.06767600029706955
DistributionPullback,15,top1pct_mass,0.12785716354846954
DistributionPullback,16,top1pct_mass,0.07275564968585968
DistributionPullback,17,top1pct_mass,0.05750051140785217
DistributionPullback,18,top1pct_mass,0.06927191466093063
DistributionPullback,19,top1pct_mass,0.061102308332920074
DistributionPullback,20,top1pct_mass,0.0636884793639183
DistributionPullback,21,top1pct_mass,0.06418439000844955
DistributionPullback,22,top1pct_mass,0.07336462289094925
DistributionPullback,23,top1pct_mass,0.09232009947299957
DistributionPullback,24,top1pct_mass,0.07167496532201767
DistributionPullback,25,top1pct_mass,0.09072426706552505
DistributionPullback,26,top1pct_mass,0.05533843860030174
DistributionPullback,27,top1pct_mass,0.0566411167383194
DistributionPullback,28,top1pct_mass,0.05393019691109657
DistributionPullback,29,top1pct_mass,0.05162956193089485
DistributionPullback,30,top1pct_mass,0.0624195858836174
DistributionPullback,31,top1pct_mass,0.05165979638695717
DistributionPullback,32,top1pct_mass,0.0573127381503582
DistributionPullback,33,top1pct_mass,0.12379871308803558
DistributionPullback,34,top1pct_mass,0.052303969860076904
DistributionPullback,35,top1pct_mass,0.05209798365831375
DistributionPullback,36,top1pct_mass,0.060583923012018204
DistributionPullback,37,top1pct_mass,0.0581200048327446
DistributionPullback,38,top1pct_mass,0.055654242634773254
DistributionPullback,39,top1pct_mass,0.07985831797122955
DistributionPullback,40,top1pct_mass,0.059672169387340546
DistributionPullback,41,top1pct_mass,0.05569383502006531
DistributionPullback,42,top1pct_mass,0.054931849241256714
DistributionPullback,43,top1pct_mass,0.0899377316236496
DistributionPullback,44,top1pct_mass,0.060730695724487305
DistributionPullback,45,top1pct_mass,0.06355219334363937
DistributionPullback,46,top1pct_mass,0.052596934139728546
DistributionPullback,47,top1pct_mass,0.05983178690075874
DistributionPullback,48,top1pct_mass,0.07146292179822922
DistributionPullback,49,top1pct_mass,0.0659114196896553
DistributionPullback,50,top1pct_mass,0.06921039521694183
DistributionPullback,51,top1pct_mass,0.06434449553489685
DistributionPullback,52,top1pct_mass,0.057215698063373566
DistributionPullback,53,top1pct_mass,0.08048275113105774
DistributionPullback,54,top1pct_mass,0.06671901792287827
DistributionPullback,55,top1pct_mass,0.08002133667469025
DistributionPullback,56,top1pct_mass,0.06849271059036255
DistributionPullback,57,top1pct_mass,0.06581403315067291
DistributionPullback,58,top1pct_mass,0.08513558655977249
DistributionPullback,59,top1pct_mass,0.06588578969240189
DistributionPullback,60,top1pct_mass,0.057896483689546585
DistributionPullback,61,top1pct_mass,0.07055465877056122
DistributionPullback,62,top1pct_mass,0.07046093046665192
DistributionPullback,63,top1pct_mass,0.07556460052728653
DistributionPullback,0,top5pct_mass,0.18896344304084778
DistributionPullback,1,top5pct_mass,0.20562134683132172
DistributionPullback,2,top5pct_mass,0.1772470325231552
DistributionPullback,3,top5pct_mass,0.20499804615974426
DistributionPullback,4,top5pct_mass,0.17455890774726868
DistributionPullback,5,top5pct_mass,0.22010622918605804
DistributionPullback,6,top5pct_mass,0.18049798905849457
DistributionPullback,7,top5pct_mass,0.25967276096343994
DistributionPullback,8,top5pct_mass,0.2029675841331482
DistributionPullback,9,top5pct_mass,0.2294032722711563
DistributionPullback,10,top5pct_mass,0.20049729943275452
DistributionPullback,11,top5pct_mass,0.19196674227714539
DistributionPullback,12,top5pct_mass,0.20698945224285126
DistributionPullback,13,top5pct_mass,0.30903682112693787
DistributionPullback,14,top5pct_mass,0.21040837466716766
DistributionPullback,15,top5pct_mass,0.3603121340274811
DistributionPullback,16,top5pct_mass,0.21871815621852875
DistributionPullback,17,top5pct_mass,0.19205425679683685
DistributionPullback,18,top5pct_mass,0.21218280494213104
DistributionPullback,19,top5pct_mass,0.20065903663635254
DistributionPullback,20,top5pct_mass,0.2034941166639328
